PHRASE,FULL_TEXT
spa,Can i book the spa and dinner on the beach the day i get to the hotel
spa,Hi can you help me to make an appointment for spa
spa,Book spa
spa,How do I book the spa
shuttle service,Will there be a shuttle from the airport
shuttle service,Do you all have airport shuttle?
shuttle service,Me puedes ayudar con un shuttle del aereporto an hotel?
shuttle service,No hay un shuttle del hotel?
shuttle service,Can we get a shuttle to pick us up from the airport?
shuttle service,Hello is there an airport shuttle today? I lannd at 410pm
shuttle service,Can we set up an airport shuttle for Tuesday?
shuttle service,Shuttle from airport
shuttle service,"Hello, do you offer free shuttle for pickup from the airport?"
shuttle service,"Hello, do you offer free shuttle for pickup from the airport?"
shampoo,me mandas un shampoo
room service,room service
room service,room service
near by,what parks are nearby?
attractions,nearby attractions
near by,nearby attractions
hours of operation,local time
restaurant,Podrías enviarme el menú del restaurant
spa,"""Can I make spa reservations through here?	"""
reservations,"""Can I make spa reservations through here?	"""
restaurant,"Hola , en qué horario cierra el restaurant"
reservations,Can you make me a reservation at a great steakhouse
wifi,oye falla mucho el internet
reservations,"I'm doing well, can you help me with dinner reservations for the weekend?"
organize event,Hi can I arrange birthday dinner for my husband at the beach tomorrow
room service,Room service
room service,Quiero solicitar room service
room service,Requiero room service
room service,Room service porfavor
room service,Quiero room service
room service,Para el room service
room service,Quisiera ordenar room service
room service,Tendrán el menú del room service
room service,Necesito pedir room service
room service,hi.  is there a room service menu ?
room service,Gracias. Tienen room service?
organize event,I would like to know if posible to change room? It is my birthday and If possible to get a little better view of the ocean?
change room,I would like to know if posible to change room? It is my birthday and If possible to get a little better view of the ocean?
room service,Tienes el menú para room service
room service,"Hola, me puedes mandar el menú de room service por favor"
corona,"Nos pueden traer dos cubas de absolut vodka con jugo de naranja y una cerveza corona a la alberca de favor, para Julio Menéndez"
corona,"Nos pueden traer dos cubas de absolut vodka con jugo de naranja y una cerveza corona a la alberca de favor, para Julio Menéndez"
reservations,reserve a cabana
gym,Cómo hago reservación para el gym?
tour packages,Me gustaría tener información de tours
tour packages,Night tours
tour packages,Tours tienen
check-in,"Hello, I have reservation to check in tomorrow but I want to change the card that you have"
reservations,"Hello, I have reservation to check in tomorrow but I want to change the card that you have"
checkout time,Check out time
check out,What is the Your Checkout Procedure?
late checkout,Can I do late checkout?
toothbrush,I need toothbrush
check out,"Hello, I'm in room 2205. Our check out is Friday but we are needing to extend. Is there a way to find out the cost for extending from Friday May 20 - Friday June 3rd?"
location,what is the address here to send to buy pizza
location,what is the address here to send to buy pizza
wifi,WiFi code?
checkout time,Checkout time
late checkout,Can I do late checkout?
late checkout,What are the charges for late checkout?
restaurant,"""Hello when does Rosato the Italian restaurant open for dinner?	"""
hours of operation,"""Hello when does Rosato the Italian restaurant open for dinner?	"""
restaurant,"""Hello when does Rosato the Italian restaurant open for dinner?	"""
hours of operation,"""Hello when does Rosato the Italian restaurant open for dinner?	"""
wifi,"""Clave wifi por favor	"""
crib,"""Thank you!! One question I had is whether you will have a crib available for our stay	"""
hours of operation,"""Hi when does Rosato open?	"""
bar,"""When does the bar start serving drinks?	"""
hours of operation,"""Hi Lexi, thank you. Can you please tell me what the hours are for the restaurants? Thank you	"""
attractions,"""i’d like to know about things to do. as stated	"""
room upgrade,"""Hola! My husband and I would be interested if there‘s an upgrade to a swim up room available? We‘d love to celebrate our anniversary there 😊 Thanks in advance.	"""
coffee,Where can I find sugar and cream for coffee
check-in,"Hello, I have arrived in Cancun. Can I check in early?"
early checkin,Early check-in
early checkin,I would like to do early check in
reservations,Hello thank you very much. Can we make reservations for a romantic lunch and romantic ocean view dinner virtually or does it have to be in person?
organize event,Hi can I arrange birthday dinner for my husband at the beach tomorrow
check-in,We will check in later after 6:30 pm
early checkin,"Hello Lexi.  It’s nice to meet you.  Thanks for reaching out.  Is there any chance we can get early check in on Friday April 8th as our plane lands in Cancun at 10:50 am?  Many thanks, Linda"
early checkin,"Hello Lexi.  It’s nice to meet you.  Thanks for reaching out.  Is there any chance we can get early check in on Friday April 8th as our plane lands in Cancun at 10:50 am?  Many thanks, Linda"
early checkin,"Hello Lexi.  It’s nice to meet you.  Thanks for reaching out.  Is there any chance we can get early check in on Friday April 8th as our plane lands in Cancun at 10:50 am?  Many thanks, Linda"
early checkin,"Hello Lexi.  It’s nice to meet you.  Thanks for reaching out.  Is there any chance we can get early check in on Friday April 8th as our plane lands in Cancun at 10:50 am?  Many thanks, Linda"
early checkin,My flight to Cancun arrives at 11:05 am on Friday 08 - United airlines UA1048. Can I request for an early check-in if possible?
near by,what parks are nearby?
near by,what parks are nearby?
room service,Quiero room Service
room service,no ha llegado mi servicio de room service
restaurant,when does Rosato the Italian restaurant open for dinner
hours of operation,when does Rosato the Italian restaurant open for dinner
bar,When does the bar start serving drinks?
hours of operation,"Lexi, thank you. Can you please tell me what the hours are for the restaurants  Thank you"
room upgrade,My husband I would be interested if there‘s an upgrade to a swim up room available  We‘d love to celebrate our anniversary there 😊 Thanks in advance.
room upgrade,My husband I would be interested if there‘s an upgrade to a swim up room available  We‘d love to celebrate our anniversary there 😊 Thanks in advance.
check-in,Do I need to pre check in
near by,nearby tour
location,I need a email address
check out,"""Hi my party is checking out soon. They had a really late night"
check out,"""Hi my party is checking out soon. They had a really late night"
check out,Hi my party is checking out soon. They had a really late night
check out,my party is checking out soon. They had a really late night
bar,"Hi, looking for a sports bar near the hotel that could have the bulls NBA playoff game on tonight?"
near by,"Hi, looking for a sports bar near the hotel that could have the bulls NBA playoff game on tonight?"
microwave,do you have microwave
